event_title,discipline_title,slug_game,event_gender
Men’s Normal Hill Individual,Ski Jumping,pyeongchang-2018,Men
Ladies’ 1000m,Short Track,pyeongchang-2018,Women
Ladies’ 1500m,Short Track,pyeongchang-2018,Women
Ladies’ 500m,Short Track,pyeongchang-2018,Women
Men’s 5000m Relay,Short Track,pyeongchang-2018,Men
Men’s 1000m,Short Track,pyeongchang-2018,Men
Men’s 500m,Short Track,pyeongchang-2018,Men
Ladies’ 3000m Relay,Short Track,pyeongchang-2018,Women
Men’s 1500m,Short Track,pyeongchang-2018,Men
Ladies’ Alpine Combined,Alpine Skiing,pyeongchang-2018,Women
Men’s Alpine Combined,Alpine Skiing,pyeongchang-2018,Men
Men’s Giant Slalom,Alpine Skiing,pyeongchang-2018,Men
Men’s Slalom,Alpine Skiing,pyeongchang-2018,Men
Men’s Super-G,Alpine Skiing,pyeongchang-2018,Men
Ladies’ Slalom,Alpine Skiing,pyeongchang-2018,Women
Ladies’ Giant Slalom,Alpine Skiing,pyeongchang-2018,Women
Ladies’ Downhill,Alpine Skiing,pyeongchang-2018,Women
Men’s Downhill,Alpine Skiing,pyeongchang-2018,Men
Ladies’ Super-G,Alpine Skiing,pyeongchang-2018,Women
Alpine Team Event,Alpine Skiing,pyeongchang-2018,Men
Women’s Singles,Luge,pyeongchang-2018,Women
Team Relay,Luge,pyeongchang-2018,Men
Men’s Singles,Luge,pyeongchang-2018,Men
Doubles,Luge,pyeongchang-2018,Men
Women,Ice Hockey,pyeongchang-2018,Women
Men,Ice Hockey,pyeongchang-2018,Men
Ladies’ 4x5km Relay,Cross Country Skiing,pyeongchang-2018,Women
Men’s Sprint Classic,Cross Country Skiing,pyeongchang-2018,Men
Men’s 15km Free,Cross Country Skiing,pyeongchang-2018,Men
Men’s 4x10km Relay,Cross Country Skiing,pyeongchang-2018,Men
Ladies’ 10km Free,Cross Country Skiing,pyeongchang-2018,Women
Men’s 15km+15km Skiathlon,Cross Country Skiing,pyeongchang-2018,Men
Men’s 50km Mass Start Classic,Cross Country Skiing,pyeongchang-2018,Men
Ladies’ 7.5km+7.5km Skiathlon,Cross Country Skiing,pyeongchang-2018,Women
Ladies’ Team Sprint Free,Cross Country Skiing,pyeongchang-2018,Women
Ladies’ Sprint Classic,Cross Country Skiing,pyeongchang-2018,Women
Men’s Team Sprint Free,Cross Country Skiing,pyeongchang-2018,Men
Ladies’ 30km Mass Start Classic,Cross Country Skiing,pyeongchang-2018,Women
Women’s Bobsleigh,Bobsleigh,pyeongchang-2018,Women
Four-man,Bobsleigh,pyeongchang-2018,Men
Two-man,Bobsleigh,pyeongchang-2018,Men
Individual women,Cycling BMX,rio-2016,Women
Individual men,Cycling BMX,rio-2016,Men
Individual men,Golf,rio-2016,Men
Individual women,Golf,rio-2016,Women
basketball men,Basketball,rio-2016,Men
basketball women,Basketball,rio-2016,Women
rugby-7 men,Rugby,rio-2016,Men
rugby-7 women,Rugby,rio-2016,Women
Group All-Around women,Gymnastics Rhythmic,rio-2016,Women
Individual All-Around women,Gymnastics Rhythmic,rio-2016,Women
épée individual women,Fencing,rio-2016,Women
foil individual men,Fencing,rio-2016,Men
sabre individual women,Fencing,rio-2016,Women
foil individual women,Fencing,rio-2016,Women
sabre team women,Fencing,rio-2016,Women
épée team women,Fencing,rio-2016,Women
sabre individual men,Fencing,rio-2016,Men
épée individual men,Fencing,rio-2016,Men
épée team men,Fencing,rio-2016,Men
foil team men,Fencing,rio-2016,Men
football women,Football,rio-2016,Women
football men,Football,rio-2016,Men
Individual Competition women,Modern Pentathlon,rio-2016,Women
Individual competition men,Modern Pentathlon,rio-2016,Men
Jumping Team mixed,Equestrian Jumping,rio-2016,Mixed
Jumping Individual mixed,Equestrian Jumping,rio-2016,Mixed
25m pistol (30+30 shots) women,Shooting,rio-2016,Women
25m rapid fire pistol 60 shots men,Shooting,rio-2016,Men
50m pistol 60 shots men,Shooting,rio-2016,Men
50m rifle 3 positions 3x40 shots men,Shooting,rio-2016,Men
double trap 150 targets men,Shooting,rio-2016,Men
10m Air Pistol women,Shooting,rio-2016,Women
Trap women,Shooting,rio-2016,Women
10m Air Rifle women,Shooting,rio-2016,Women
Skeet women,Shooting,rio-2016,Women
skeet (125 targets) men,Shooting,rio-2016,Men
10m air pistol 60 shots men,Shooting,rio-2016,Men
10m air rifle 60 shots men,Shooting,rio-2016,Men
trap 125 targets men,Shooting,rio-2016,Men
50m rifle prone 60 shots men,Shooting,rio-2016,Men
50m Rifle 3 Positions women,Shooting,rio-2016,Women
sprint women,Cycling Track,rio-2016,Women
Team Pursuit 3000m women,Cycling Track,rio-2016,Women
Team sprint women,Cycling Track,rio-2016,Women
Omnium men,Cycling Track,rio-2016,Men
Team Pursuit 4000m men,Cycling Track,rio-2016,Men
Keirin women,Cycling Track,rio-2016,Women
Omnium women,Cycling Track,rio-2016,Women
Team sprint men,Cycling Track,rio-2016,Men
Keirin men,Cycling Track,rio-2016,Men
Sprint individual men,Cycling Track,rio-2016,Men
hammer throw men,Athletics,rio-2016,Men
1500m women,Athletics,rio-2016,Women
high jump men,Athletics,rio-2016,Men
800m men,Athletics,rio-2016,Men
hammer throw women,Athletics,rio-2016,Women
100m men,Athletics,rio-2016,Men
50km walk men,Athletics,rio-2016,Men
4x400m relay women,Athletics,rio-2016,Women
pole vault men,Athletics,rio-2016,Men
3000m steeplechase women,Athletics,rio-2016,Women
marathon women,Athletics,rio-2016,Women
decathlon men,Athletics,rio-2016,Men
100m hurdles women,Athletics,rio-2016,Women
1500m men,Athletics,rio-2016,Men
discus throw men,Athletics,rio-2016,Men
pole vault women,Athletics,rio-2016,Women
10000m women,Athletics,rio-2016,Women
shot put women,Athletics,rio-2016,Women
200m men,Athletics,rio-2016,Men
shot put men,Athletics,rio-2016,Men
heptathlon women,Athletics,rio-2016,Women
5000m women,Athletics,rio-2016,Women
javelin throw men,Athletics,rio-2016,Men
triple jump women,Athletics,rio-2016,Women
marathon men,Athletics,rio-2016,Men
400m hurdles men,Athletics,rio-2016,Men
long jump women,Athletics,rio-2016,Women
4x400m relay men,Athletics,rio-2016,Men
4x100m relay women,Athletics,rio-2016,Women
triple jump men,Athletics,rio-2016,Men
400m men,Athletics,rio-2016,Men
discus throw women,Athletics,rio-2016,Women
100m women,Athletics,rio-2016,Women
4x100m relay men,Athletics,rio-2016,Men
high jump women,Athletics,rio-2016,Women
20km walk men,Athletics,rio-2016,Men
110m hurdles men,Athletics,rio-2016,Men
javelin throw women,Athletics,rio-2016,Women
400m hurdles women,Athletics,rio-2016,Women
3000m steeplechase men,Athletics,rio-2016,Men
long jump men,Athletics,rio-2016,Men
200m women,Athletics,rio-2016,Women
20km race walk women,Athletics,rio-2016,Women
5000m men,Athletics,rio-2016,Men
800m women,Athletics,rio-2016,Women
10000m men,Athletics,rio-2016,Men
400m women,Athletics,rio-2016,Women
Beach volleyball women,Beach Volleyball,rio-2016,Women
Beach volleyball men,Beach Volleyball,rio-2016,Men
75kg women,Weightlifting,rio-2016,Women
63kg women,Weightlifting,rio-2016,Women
105kg heavyweight men,Weightlifting,rio-2016,Men
-56kg (bantamweight) men,Weightlifting,rio-2016,Men
53kg women,Weightlifting,rio-2016,Women
85kg men,Weightlifting,rio-2016,Men
62kg featherweight men,Weightlifting,rio-2016,Men
+105kg men,Weightlifting,rio-2016,Men
94kg men,Weightlifting,rio-2016,Men
69kg women,Weightlifting,rio-2016,Women
+75kg women,Weightlifting,rio-2016,Women
69kg men,Weightlifting,rio-2016,Men
58kg women,Weightlifting,rio-2016,Women
77kg men,Weightlifting,rio-2016,Men
48kg women,Weightlifting,rio-2016,Women
K-1 200m (kayak single) men,Canoe Sprint,rio-2016,Men
K-2 500m (kayak double) women,Canoe Sprint,rio-2016,Women
K-1 500m (kayak single) women,Canoe Sprint,rio-2016,Women
K-2 1000m (kayak double) men,Canoe Sprint,rio-2016,Men
K-4 500m (kayak four) women,Canoe Sprint,rio-2016,Women
C-1 200m (canoe single) men,Canoe Sprint,rio-2016,Men
K-2 200m (kayak double) men,Canoe Sprint,rio-2016,Men
K-1 200m (kayak single) women,Canoe Sprint,rio-2016,Women
K-1 1000m (kayak single) men,Canoe Sprint,rio-2016,Men
C-2 1000m (canoe double) men,Canoe Sprint,rio-2016,Men
K-4 1000m (kayak four) men,Canoe Sprint,rio-2016,Men
C-1 1000m (canoe single) men,Canoe Sprint,rio-2016,Men
water polo men,Water Polo,rio-2016,Men
water polo women,Water Polo,rio-2016,Women
lightweight double sculls 2x men,Rowing,rio-2016,Men
four without coxswain 4 men,Rowing,rio-2016,Men
double sculls 2x men,Rowing,rio-2016,Men
single sculls 1x men,Rowing,rio-2016,Men
double sculls 2x women,Rowing,rio-2016,Women
quadruple sculls without coxswain (4x) women,Rowing,rio-2016,Women
lightweight coxless four 4 men,Rowing,rio-2016,Men
eight with coxswain 8 men,Rowing,rio-2016,Men
eight with coxswain 8 women,Rowing,rio-2016,Women
single sculls 1x women,Rowing,rio-2016,Women
lightweight double sculls 2x women,Rowing,rio-2016,Women
pair without coxswain 2 men,Rowing,rio-2016,Men
pair without coxswain 2 women,Rowing,rio-2016,Women
quadruple sculls without coxswain (4x) men,Rowing,rio-2016,Men
cross-country women,Cycling Mountain Bike,rio-2016,Women
cross-country men,Cycling Mountain Bike,rio-2016,Men
team competition women,Archery,rio-2016,Women
Individual competition men,Archery,rio-2016,Men
Individual Competition women,Archery,rio-2016,Women
team competition men,Archery,rio-2016,Men
horizontal bar men,Gymnastics Artistic,rio-2016,Men
floor exercises men,Gymnastics Artistic,rio-2016,Men
rings men,Gymnastics Artistic,rio-2016,Men
uneven bars women,Gymnastics Artistic,rio-2016,Women
team competition men,Gymnastics Artistic,rio-2016,Men
floor exercises women,Gymnastics Artistic,rio-2016,Women
parallel bars men,Gymnastics Artistic,rio-2016,Men
balance beam women,Gymnastics Artistic,rio-2016,Women
vault women,Gymnastics Artistic,rio-2016,Women
pommel horse men,Gymnastics Artistic,rio-2016,Men
vault men,Gymnastics Artistic,rio-2016,Men
individual all-round women,Gymnastics Artistic,rio-2016,Women
individual all-round men,Gymnastics Artistic,rio-2016,Men
team competition women,Gymnastics Artistic,rio-2016,Women
Marathon - 10 km men,Marathon Swimming,rio-2016,Men
Marathon - 10 km women,Marathon Swimming,rio-2016,Women
+ 91kg (super heavyweight) men,Boxing,rio-2016,Men
75 - 81kg (light-heavyweight) men,Boxing,rio-2016,Men
46-49kg men,Boxing,rio-2016,Men
52kg men,Boxing,rio-2016,Men
60 kg light women,Boxing,rio-2016,Women
81-91kg heavyweight men,Boxing,rio-2016,Men
69 - 75 kg men,Boxing,rio-2016,Men
64 - 69 kg men,Boxing,rio-2016,Men
51 kg fly women,Boxing,rio-2016,Women
75 kg middle women,Boxing,rio-2016,Women
56kg men,Boxing,rio-2016,Men
60 - 64 kg men,Boxing,rio-2016,Men
57-60kg lightweight men,Boxing,rio-2016,Men
K-1 (kayak single) men,Canoe Slalom,rio-2016,Men
K-1 (kayak single) women,Canoe Slalom,rio-2016,Women
C-1 (canoe single) men,Canoe Slalom,rio-2016,Men
C-2 (canoe double) men,Canoe Slalom,rio-2016,Men
Freestyle 48 kg women,Wrestling,rio-2016,Women
Freestyle 69 kg women,Wrestling,rio-2016,Women
Freestyle 86 kg men,Wrestling,rio-2016,Men
Greco-Roman 59 kg men,Wrestling,rio-2016,Men
Freestyle 53 kg women,Wrestling,rio-2016,Women
Greco-Roman 85kg men,Wrestling,rio-2016,Men
Greco-Roman 130 kg men,Wrestling,rio-2016,Men
Freestyle 75 kg women,Wrestling,rio-2016,Women
Freestyle 65 kg men,Wrestling,rio-2016,Men
Greco-Roman 98 kg men,Wrestling,rio-2016,Men
Freestyle 58 kg women,Wrestling,rio-2016,Women
Freestyle 125 kg men,Wrestling,rio-2016,Men
Freestyle 63 kg women,Wrestling,rio-2016,Women
Greco-Roman 75 kg men,Wrestling,rio-2016,Men
Freestyle 57 kg men,Wrestling,rio-2016,Men
Greco-Roman 66 kg men,Wrestling,rio-2016,Men
Freestyle 97 kg men,Wrestling,rio-2016,Men
Freestyle 74 kg men,Wrestling,rio-2016,Men
duet women,Synchronized Swimming,rio-2016,Women
team women,Synchronized Swimming,rio-2016,Women
volleyball women,Volleyball,rio-2016,Women
volleyball men,Volleyball,rio-2016,Men
470 - Two Person Dinghy men,Sailing,rio-2016,Men
Laser - One Person Dinghy men,Sailing,rio-2016,Men
49er FX Women women,Sailing,rio-2016,Women
RS:X - Windsurfer women,Sailing,rio-2016,Women
RS:X - Windsurfer men,Sailing,rio-2016,Men
470 - Two Person Dinghy women,Sailing,rio-2016,Women
Finn - One Person Dinghy (Heavyweight) men,Sailing,rio-2016,Men
49er - Skiff men,Sailing,rio-2016,Men
Nacra 17 Mixed mixed,Sailing,rio-2016,Mixed
Laser Radial - One Person Dinghy women,Sailing,rio-2016,Women
Individual men,Trampoline,rio-2016,Men
Individual women,Trampoline,rio-2016,Women
hockey women,Hockey,rio-2016,Women
hockey men,Hockey,rio-2016,Men
individual road race men,Cycling Road,rio-2016,Men
individual time trial women,Cycling Road,rio-2016,Women
individual road race women,Cycling Road,rio-2016,Women
individual time trial men,Cycling Road,rio-2016,Men
handball men,Handball,rio-2016,Men
handball women,Handball,rio-2016,Women
synchronized diving 10m platform women,Diving,rio-2016,Women
10m platform women,Diving,rio-2016,Women
3m springboard men,Diving,rio-2016,Men
synchronized diving 10m platform men,Diving,rio-2016,Men
10m platform men,Diving,rio-2016,Men
synchronized diving 3m springboard men,Diving,rio-2016,Men
synchronized diving 3m springboard women,Diving,rio-2016,Women
3m springboard women,Diving,rio-2016,Women
Doubles mixed,Badminton,rio-2016,Mixed
Singles men,Badminton,rio-2016,Men
doubles men,Badminton,rio-2016,Men
Singles women,Badminton,rio-2016,Women
doubles women,Badminton,rio-2016,Women
Singles men,Table Tennis,rio-2016,Men
Singles women,Table Tennis,rio-2016,Women
Team men,Table Tennis,rio-2016,Men
team women,Table Tennis,rio-2016,Women
70 - 78kg (half-heavyweight) women,Judo,rio-2016,Women
- 48 kg women,Judo,rio-2016,Women
60 - 66kg (half-lightweight) men,Judo,rio-2016,Men
63 70kg middleweight women,Judo,rio-2016,Women
52 57kg lightweight women,Judo,rio-2016,Women
81 90kg middleweight men,Judo,rio-2016,Men
+ 100kg (heavyweight) men,Judo,rio-2016,Men
90 - 100kg (half-heavyweight) men,Judo,rio-2016,Men
- 60 kg men,Judo,rio-2016,Men
73 - 81kg (half-middleweight) men,Judo,rio-2016,Men
57 - 63kg (half-middleweight) women,Judo,rio-2016,Women
+ 78kg (heavyweight) women,Judo,rio-2016,Women
66 73kg lightweight men,Judo,rio-2016,Men
48 - 52kg (half-lightweight) women,Judo,rio-2016,Women
Eventing Team mixed,Equestrian Eventing,rio-2016,Mixed
Eventing Individual mixed,Equestrian Eventing,rio-2016,Mixed
+ 80 kg men,Taekwondo,rio-2016,Men
58 - 68 kg men,Taekwondo,rio-2016,Men
68 - 80 kg men,Taekwondo,rio-2016,Men
- 58 kg men,Taekwondo,rio-2016,Men
- 49 kg women,Taekwondo,rio-2016,Women
57 - 67 kg women,Taekwondo,rio-2016,Women
49 - 57 kg women,Taekwondo,rio-2016,Women
+ 67 kg women,Taekwondo,rio-2016,Women
100m backstroke women,Swimming,rio-2016,Women
4x200m freestyle relay men,Swimming,rio-2016,Men
4x100m medley relay women,Swimming,rio-2016,Women
200m individual medley men,Swimming,rio-2016,Men
200m breaststroke women,Swimming,rio-2016,Women
100m breaststroke women,Swimming,rio-2016,Women
4x100m medley relay men,Swimming,rio-2016,Men
4x200m freestyle relay women,Swimming,rio-2016,Women
400m individual medley women,Swimming,rio-2016,Women
4x100m freestyle relay women,Swimming,rio-2016,Women
400m individual medley men,Swimming,rio-2016,Men
4x100m freestyle men,Swimming,rio-2016,Men
100m breaststroke men,Swimming,rio-2016,Men
400m freestyle women,Swimming,rio-2016,Women
200m freestyle women,Swimming,rio-2016,Women
200m butterfly men,Swimming,rio-2016,Men
200m butterfly women,Swimming,rio-2016,Women
200m backstroke women,Swimming,rio-2016,Women
800m freestyle women,Swimming,rio-2016,Women
100m butterfly women,Swimming,rio-2016,Women
200m backstroke men,Swimming,rio-2016,Men
50m freestyle men,Swimming,rio-2016,Men
100m freestyle men,Swimming,rio-2016,Men
200m individual medley women,Swimming,rio-2016,Women
100m backstroke men,Swimming,rio-2016,Men
100m butterfly men,Swimming,rio-2016,Men
100m freestyle women,Swimming,rio-2016,Women
200m breaststroke men,Swimming,rio-2016,Men
200m freestyle men,Swimming,rio-2016,Men
1500m freestyle men,Swimming,rio-2016,Men
400m freestyle men,Swimming,rio-2016,Men
50m freestyle women,Swimming,rio-2016,Women
Individual men,Triathlon,rio-2016,Men
Individual women,Triathlon,rio-2016,Women
Dressage Individual Grand Prix mixed,Equestrian Dressage,rio-2016,Mixed
Dressage Team Grand Prix mixed,Equestrian Dressage,rio-2016,Mixed
Singles women,Tennis,rio-2016,Women
doubles men,Tennis,rio-2016,Men
Singles men,Tennis,rio-2016,Men
doubles women,Tennis,rio-2016,Women
mixed doubles mixed,Tennis,rio-2016,Mixed
two-man men,Bobsleigh,sochi-2014,Men
two-woman women,Bobsleigh,sochi-2014,Women
four-man men,Bobsleigh,sochi-2014,Men
12.5km pursuit men,Biathlon,sochi-2014,Men
15km mass start men,Biathlon,sochi-2014,Men
4x6km relay women,Biathlon,sochi-2014,Women
4x7.5km relay men,Biathlon,sochi-2014,Men
7.5km women,Biathlon,sochi-2014,Women
20km men,Biathlon,sochi-2014,Men
12.5km mass start women,Biathlon,sochi-2014,Women
Relay mix mixed,Biathlon,sochi-2014,Mixed
10km pursuit women,Biathlon,sochi-2014,Women
10km men,Biathlon,sochi-2014,Men
15km women,Biathlon,sochi-2014,Women
Individual men,Nordic Combined,sochi-2014,Men
Individual LH men,Nordic Combined,sochi-2014,Men
Team men,Nordic Combined,sochi-2014,Men
super-G women,Alpine Skiing,sochi-2014,Women
super-G men,Alpine Skiing,sochi-2014,Men
alpine combined women,Alpine Skiing,sochi-2014,Women
giant slalom women,Alpine Skiing,sochi-2014,Women
giant slalom men,Alpine Skiing,sochi-2014,Men
downhill men,Alpine Skiing,sochi-2014,Men
downhill women,Alpine Skiing,sochi-2014,Women
slalom women,Alpine Skiing,sochi-2014,Women
alpine combined men,Alpine Skiing,sochi-2014,Men
slalom men,Alpine Skiing,sochi-2014,Men
curling women,Curling,sochi-2014,Women
curling men,Curling,sochi-2014,Men
5000m relay men,Short Track Speed Skating,sochi-2014,Men
1500m men,Short Track Speed Skating,sochi-2014,Men
500m women,Short Track Speed Skating,sochi-2014,Women
1000m women,Short Track Speed Skating,sochi-2014,Women
1500m women,Short Track Speed Skating,sochi-2014,Women
1000m men,Short Track Speed Skating,sochi-2014,Men
3000m relay women,Short Track Speed Skating,sochi-2014,Women
500m men,Short Track Speed Skating,sochi-2014,Men
Team pursuit women,Speed skating,sochi-2014,Women
5000m men,Speed skating,sochi-2014,Men
5000m women,Speed skating,sochi-2014,Women
1000m men,Speed skating,sochi-2014,Men
3000m women,Speed skating,sochi-2014,Women
1500m men,Speed skating,sochi-2014,Men
1500m women,Speed skating,sochi-2014,Women
2x500m women,Speed skating,sochi-2014,Women
2x500m men,Speed skating,sochi-2014,Men
10000m men,Speed skating,sochi-2014,Men
1000m women,Speed skating,sochi-2014,Women
Team pursuit men,Speed skating,sochi-2014,Men
Skiathlon 15km 15km men,Cross Country Skiing,sochi-2014,Men
Team sprint men,Cross Country Skiing,sochi-2014,Men
Relay 4x5km women,Cross Country Skiing,sochi-2014,Women
Team sprint women,Cross Country Skiing,sochi-2014,Women
Sprint 15km men,Cross Country Skiing,sochi-2014,Men
Relay 4x10km men,Cross Country Skiing,sochi-2014,Men
Skiathlon 7.5+7.5km women,Cross Country Skiing,sochi-2014,Women
50km men,Cross Country Skiing,sochi-2014,Men
15km men,Cross Country Skiing,sochi-2014,Men
10km women,Cross Country Skiing,sochi-2014,Women
sprint 15km women,Cross Country Skiing,sochi-2014,Women
30km women,Cross Country Skiing,sochi-2014,Women
Ice dancing mixed,Figure skating,sochi-2014,Mixed
team mixed,Figure skating,sochi-2014,Mixed
Pairs mixed,Figure skating,sochi-2014,Mixed
Individual women,Figure skating,sochi-2014,Women
Individual men,Figure skating,sochi-2014,Men
Teams men,Ski Jumping,sochi-2014,Men
Normal Hill Individual men,Ski Jumping,sochi-2014,Men
Normal Hill Individual women,Ski Jumping,sochi-2014,Women
Large Hill Individual men,Ski Jumping,sochi-2014,Men
Parallel slalom women,Snowboard,sochi-2014,Women
Half-pipe women,Snowboard,sochi-2014,Women
Giant parallel slalom women,Snowboard,sochi-2014,Women
Slopestyle women,Snowboard,sochi-2014,Women
Snowboard Cross women,Snowboard,sochi-2014,Women
Giant parallel slalom men,Snowboard,sochi-2014,Men
Parallel slalom men,Snowboard,sochi-2014,Men
Half-pipe men,Snowboard,sochi-2014,Men
Slopestyle men,Snowboard,sochi-2014,Men
Snowboard Cross men,Snowboard,sochi-2014,Men
Individual men,Skeleton,sochi-2014,Men
Individual women,Skeleton,sochi-2014,Women
Singles women,Luge,sochi-2014,Women
Mixed Team Relay mixed,Luge,sochi-2014,Mixed
Doubles mixed,Luge,sochi-2014,Mixed
Singles men,Luge,sochi-2014,Men
Ski Cross men,Freestyle Skiing,sochi-2014,Men
Ski Halfpipe men,Freestyle Skiing,sochi-2014,Men
Aerials men,Freestyle Skiing,sochi-2014,Men
Ski Slopestyle women,Freestyle Skiing,sochi-2014,Women
Ski Halfpipe women,Freestyle Skiing,sochi-2014,Women
Moguls men,Freestyle Skiing,sochi-2014,Men
Moguls women,Freestyle Skiing,sochi-2014,Women
Aerials women,Freestyle Skiing,sochi-2014,Women
Ski Slopestyle men,Freestyle Skiing,sochi-2014,Men
Ski Cross women,Freestyle Skiing,sochi-2014,Women
ice hockey men,Ice Hockey,sochi-2014,Men
ice hockey women,Ice Hockey,sochi-2014,Women
100m backstroke women,Swimming,london-2012,Women
100m butterfly men,Swimming,london-2012,Men
200m individual medley women,Swimming,london-2012,Women
200m backstroke men,Swimming,london-2012,Men
100m breaststroke women,Swimming,london-2012,Women
200m breaststroke men,Swimming,london-2012,Men
100m breaststroke men,Swimming,london-2012,Men
4x100m medley relay women,Swimming,london-2012,Women
4x100m freestyle relay men,Swimming,london-2012,Men
100m backstroke men,Swimming,london-2012,Men
50m freestyle men,Swimming,london-2012,Men
4x100m medley relay men,Swimming,london-2012,Men
200m butterfly women,Swimming,london-2012,Women
400m individual medley men,Swimming,london-2012,Men
