event_title,discipline_title,slug_game,event_gender
football men,Football,london-2012,Men
water polo men,Water Polo,london-2012,Men
water polo women,Water Polo,london-2012,Women
volleyball women,Volleyball,london-2012,Women
volleyball men,Volleyball,london-2012,Men
handball men,Handball,london-2012,Men
handball women,Handball,london-2012,Women
team women,Synchronized Swimming,london-2012,Women
duet women,Synchronized Swimming,london-2012,Women
Individual women,Cycling BMX,london-2012,Women
Individual men,Cycling BMX,london-2012,Men
49er - Skiff men,Sailing,london-2012,Men
470 - Two Person Dinghy men,Sailing,london-2012,Men
RSX - Windsurfer men,Sailing,london-2012,Men
Laser Radial - One Person Dinghy women,Sailing,london-2012,Women
RSX - Windsurfer women,Sailing,london-2012,Women
Star - Keelboat men,Sailing,london-2012,Men
Laser - One Person Dinghy men,Sailing,london-2012,Men
470 - Two Person Dinghy women,Sailing,london-2012,Women
Elliott 6m - Match Racing women,Sailing,london-2012,Women
Finn - One Person Dinghy (Heavyweight) men,Sailing,london-2012,Men
triple jump women,Athletics,london-2012,Women
50km walk men,Athletics,london-2012,Men
3000m steeplechase women,Athletics,london-2012,Women
800m men,Athletics,london-2012,Men
10000m men,Athletics,london-2012,Men
shot put women,Athletics,london-2012,Women
shot put men,Athletics,london-2012,Men
1500m men,Athletics,london-2012,Men
triple jump men,Athletics,london-2012,Men
hammer throw men,Athletics,london-2012,Men
4x100m relay women,Athletics,london-2012,Women
20km race walk women,Athletics,london-2012,Women
hammer throw women,Athletics,london-2012,Women
100m men,Athletics,london-2012,Men
pole vault men,Athletics,london-2012,Men
long jump men,Athletics,london-2012,Men
100m hurdles women,Athletics,london-2012,Women
100m women,Athletics,london-2012,Women
discus throw women,Athletics,london-2012,Women
4x400m relay men,Athletics,london-2012,Men
long jump women,Athletics,london-2012,Women
4x100m relay men,Athletics,london-2012,Men
discus throw men,Athletics,london-2012,Men
javelin throw men,Athletics,london-2012,Men
200m women,Athletics,london-2012,Women
400m women,Athletics,london-2012,Women
110m hurdles men,Athletics,london-2012,Men
400m men,Athletics,london-2012,Men
high jump men,Athletics,london-2012,Men
marathon women,Athletics,london-2012,Women
400m hurdles women,Athletics,london-2012,Women
heptathlon women,Athletics,london-2012,Women
3000m steeplechase men,Athletics,london-2012,Men
decathlon men,Athletics,london-2012,Men
1500m women,Athletics,london-2012,Women
400m hurdles men,Athletics,london-2012,Men
5000m women,Athletics,london-2012,Women
20km walk men,Athletics,london-2012,Men
javelin throw women,Athletics,london-2012,Women
high jump women,Athletics,london-2012,Women
10000m women,Athletics,london-2012,Women
5000m men,Athletics,london-2012,Men
4x400m relay women,Athletics,london-2012,Women
200m men,Athletics,london-2012,Men
pole vault women,Athletics,london-2012,Women
800m women,Athletics,london-2012,Women
marathon men,Athletics,london-2012,Men
C1 1000m canoe single men,Canoe Sprint,london-2012,Men
K2 500m kayak double women,Canoe Sprint,london-2012,Women
K-1 500m (kayak single) women,Canoe Sprint,london-2012,Women
K2 200m kayak double men,Canoe Sprint,london-2012,Men
K2 1000m kayak double men,Canoe Sprint,london-2012,Men
K-1 200m (kayak single) men,Canoe Sprint,london-2012,Men
K-1 200m (kayak single) women,Canoe Sprint,london-2012,Women
C2 1000m canoe double men,Canoe Sprint,london-2012,Men
K4 500m kayak four women,Canoe Sprint,london-2012,Women
C-1 200m (canoe single) men,Canoe Sprint,london-2012,Men
K4 1000m kayak four men,Canoe Sprint,london-2012,Men
K1 1000m kayak single men,Canoe Sprint,london-2012,Men
Eventing Individual mixed,Equestrian Eventing,london-2012,Mixed
Eventing Team mixed,Equestrian Eventing,london-2012,Mixed
25m rapid fire pistol 60 shots men,Shooting,london-2012,Men
trap 125 targets men,Shooting,london-2012,Men
25m pistol 3030 shots women,Shooting,london-2012,Women
50m pistol 60 shots men,Shooting,london-2012,Men
10m air pistol 60 shots men,Shooting,london-2012,Men
Trap women,Shooting,london-2012,Women
50m Rifle 3 Positions women,Shooting,london-2012,Women
10m Air Pistol women,Shooting,london-2012,Women
10m air rifle 60 shots men,Shooting,london-2012,Men
skeet (125 targets) men,Shooting,london-2012,Men
50m rifle 3 positions 3x40 shots men,Shooting,london-2012,Men
50m rifle prone 60 shots men,Shooting,london-2012,Men
Skeet women,Shooting,london-2012,Women
double trap 150 targets men,Shooting,london-2012,Men
10m Air Rifle women,Shooting,london-2012,Women
Greco-Roman 84 kg men,Wrestling,london-2012,Men
Greco-Roman 60 kg men,Wrestling,london-2012,Men
Freestyle 120kg men,Wrestling,london-2012,Men
Freestyle 66 kg men,Wrestling,london-2012,Men
Freestyle 63 kg women,Wrestling,london-2012,Women
Freestyle 55 kg men,Wrestling,london-2012,Men
Freestyle 72 kg women,Wrestling,london-2012,Women
Freestyle 84 kg men,Wrestling,london-2012,Men
Greco-Roman 96 kg men,Wrestling,london-2012,Men
Greco-Roman 74 kg men,Wrestling,london-2012,Men
Freestyle 74 kg men,Wrestling,london-2012,Men
Freestyle 48 kg women,Wrestling,london-2012,Women
Freestyle 55 kg women,Wrestling,london-2012,Women
Greco-Roman 120 kg men,Wrestling,london-2012,Men
Freestyle 60 kg men,Wrestling,london-2012,Men
Greco-Roman 66 kg men,Wrestling,london-2012,Men
Greco-Roman 55 kg men,Wrestling,london-2012,Men
Freestyle 96 kg men,Wrestling,london-2012,Men
Individual men,Triathlon,london-2012,Men
Individual women,Triathlon,london-2012,Women
Marathon - 10 km men,Marathon Swimming,london-2012,Men
Marathon - 10 km women,Marathon Swimming,london-2012,Women
Individual men,Trampoline,london-2012,Men
Individual women,Trampoline,london-2012,Women
64 - 69 kg men,Boxing,london-2012,Men
56kg men,Boxing,london-2012,Men
52kg men,Boxing,london-2012,Men
75 kg middle women,Boxing,london-2012,Women
+ 91kg (super heavyweight) men,Boxing,london-2012,Men
81-91kg heavyweight men,Boxing,london-2012,Men
69 - 75 kg men,Boxing,london-2012,Men
60 - 64 kg men,Boxing,london-2012,Men
60 kg light women,Boxing,london-2012,Women
75-81kg lightheavyweight men,Boxing,london-2012,Men
46-49kg men,Boxing,london-2012,Men
57-60kg lightweight men,Boxing,london-2012,Men
51 kg fly women,Boxing,london-2012,Women
Dressage Team Grand Prix mixed,Equestrian Dressage,london-2012,Mixed
Dressage Individual Grand Prix mixed,Equestrian Dressage,london-2012,Mixed
basketball women,Basketball,london-2012,Women
basketball men,Basketball,london-2012,Men
lightweight coxless four 4 men,Rowing,london-2012,Men
quadruple sculls without coxsw men,Rowing,london-2012,Men
single sculls 1x men,Rowing,london-2012,Men
pair without coxswain 2 women,Rowing,london-2012,Women
lightweight double sculls 2x men,Rowing,london-2012,Men
double sculls 2x women,Rowing,london-2012,Women
lightweight double sculls 2x women,Rowing,london-2012,Women
quadruple sculls without coxsw women,Rowing,london-2012,Women
eight with coxswain 8 women,Rowing,london-2012,Women
four without coxswain 4 men,Rowing,london-2012,Men
pair without coxswain 2 men,Rowing,london-2012,Men
single sculls 1x women,Rowing,london-2012,Women
double sculls 2x men,Rowing,london-2012,Men
eight with coxswain 8 men,Rowing,london-2012,Men
épée individual men,Fencing,london-2012,Men
foil individual men,Fencing,london-2012,Men
sabre team men,Fencing,london-2012,Men
foil individual women,Fencing,london-2012,Women
épée team women,Fencing,london-2012,Women
sabre individual men,Fencing,london-2012,Men
foil team men,Fencing,london-2012,Men
épée individual women,Fencing,london-2012,Women
sabre individual women,Fencing,london-2012,Women
foil team women,Fencing,london-2012,Women
Team men,Table Tennis,london-2012,Men
team women,Table Tennis,london-2012,Women
Singles men,Table Tennis,london-2012,Men
Singles women,Table Tennis,london-2012,Women
105kg superheavyweight men,Weightlifting,london-2012,Men
62kg featherweight men,Weightlifting,london-2012,Men
77kg men,Weightlifting,london-2012,Men
63kg women,Weightlifting,london-2012,Women
105kg heavyweight men,Weightlifting,london-2012,Men
85kg men,Weightlifting,london-2012,Men
75kg women,Weightlifting,london-2012,Women
69kg women,Weightlifting,london-2012,Women
56kg bantamweight men,Weightlifting,london-2012,Men
94kg men,Weightlifting,london-2012,Men
53kg women,Weightlifting,london-2012,Women
58kg women,Weightlifting,london-2012,Women
48kg women,Weightlifting,london-2012,Women
+75kg women,Weightlifting,london-2012,Women
69kg men,Weightlifting,london-2012,Men
balance beam women,Gymnastics Artistic,london-2012,Women
team competition women,Gymnastics Artistic,london-2012,Women
vault women,Gymnastics Artistic,london-2012,Women
uneven bars women,Gymnastics Artistic,london-2012,Women
rings men,Gymnastics Artistic,london-2012,Men
floor exercises men,Gymnastics Artistic,london-2012,Men
individual all-round men,Gymnastics Artistic,london-2012,Men
vault men,Gymnastics Artistic,london-2012,Men
floor exercises women,Gymnastics Artistic,london-2012,Women
parallel bars men,Gymnastics Artistic,london-2012,Men
horizontal bar men,Gymnastics Artistic,london-2012,Men
individual all-round women,Gymnastics Artistic,london-2012,Women
pommel horse men,Gymnastics Artistic,london-2012,Men
team competition men,Gymnastics Artistic,london-2012,Men
mixed doubles mixed,Tennis,london-2012,Mixed
Singles women,Tennis,london-2012,Women
Singles men,Tennis,london-2012,Men
doubles women,Tennis,london-2012,Women
doubles men,Tennis,london-2012,Men
90 100kg halfheavyweight men,Judo,london-2012,Men
81 90kg middleweight men,Judo,london-2012,Men
48 52kg halflightweight women,Judo,london-2012,Women
48 kg women,Judo,london-2012,Women
73 - 81kg (half-middleweight) men,Judo,london-2012,Men
57 - 63kg (half-middleweight) women,Judo,london-2012,Women
70 78kg halfheavyweight women,Judo,london-2012,Women
63 70kg middleweight women,Judo,london-2012,Women
52 57kg lightweight women,Judo,london-2012,Women
60 66kg halflightweight men,Judo,london-2012,Men
66 73kg lightweight men,Judo,london-2012,Men
78kg heavyweight women,Judo,london-2012,Women
60 kg men,Judo,london-2012,Men
100kg heavyweight men,Judo,london-2012,Men
Beach volleyball men,Beach Volleyball,london-2012,Men
Beach volleyball women,Beach Volleyball,london-2012,Women
doubles men,Badminton,london-2012,Men
Doubles mixed,Badminton,london-2012,Mixed
Singles men,Badminton,london-2012,Men
doubles women,Badminton,london-2012,Women
Singles women,Badminton,london-2012,Women
Individual competition men,Modern Pentathlon,london-2012,Men
Individual Competition women,Modern Pentathlon,london-2012,Women
group competition women,Gymnastics Rhythmic,london-2012,Women
individual all-round women,Gymnastics Rhythmic,london-2012,Women
individual road race women,Cycling Road,london-2012,Women
individual time trial women,Cycling Road,london-2012,Women
individual time trial men,Cycling Road,london-2012,Men
individual road race men,Cycling Road,london-2012,Men
sprint women,Cycling Track,london-2012,Women
Keirin men,Cycling Track,london-2012,Men
Team Pursuit 3000m women,Cycling Track,london-2012,Women
Team sprint women,Cycling Track,london-2012,Women
Omnium men,Cycling Track,london-2012,Men
Sprint men,Cycling Track,london-2012,Men
Team Pursuit 4000m men,Cycling Track,london-2012,Men
Team sprint men,Cycling Track,london-2012,Men
Omnium women,Cycling Track,london-2012,Women
Keirin women,Cycling Track,london-2012,Women
individual FITA Olympic round 70m men,Archery,london-2012,Men
individual FITA Olympic round 70m women,Archery,london-2012,Women
team FITA Olympic round 70m women,Archery,london-2012,Women
team FITA Olympic round 70m men,Archery,london-2012,Men
80 kg men,Taekwondo,london-2012,Men
58 kg men,Taekwondo,london-2012,Men
68 - 80 kg men,Taekwondo,london-2012,Men
58 - 68 kg men,Taekwondo,london-2012,Men
49 - 57 kg women,Taekwondo,london-2012,Women
57 - 67 kg women,Taekwondo,london-2012,Women
67 kg women,Taekwondo,london-2012,Women
49 kg women,Taekwondo,london-2012,Women
Ice dancing mixed,Figure skating,vancouver-2010,Mixed
Individual men,Figure skating,vancouver-2010,Men
Pairs mixed,Figure skating,vancouver-2010,Mixed
Individual women,Figure skating,vancouver-2010,Women
Aerials women,Freestyle Skiing,vancouver-2010,Women
Ski Cross men,Freestyle Skiing,vancouver-2010,Men
Moguls men,Freestyle Skiing,vancouver-2010,Men
Moguls women,Freestyle Skiing,vancouver-2010,Women
Aerials men,Freestyle Skiing,vancouver-2010,Men
Ski Cross women,Freestyle Skiing,vancouver-2010,Women
5000m women,Speed skating,vancouver-2010,Women
1000m women,Speed skating,vancouver-2010,Women
2x500m women,Speed skating,vancouver-2010,Women
1500m men,Speed skating,vancouver-2010,Men
1500m women,Speed skating,vancouver-2010,Women
Team pursuit women,Speed skating,vancouver-2010,Women
Team pursuit men,Speed skating,vancouver-2010,Men
3000m women,Speed skating,vancouver-2010,Women
1000m men,Speed skating,vancouver-2010,Men
10000m men,Speed skating,vancouver-2010,Men
2x500m men,Speed skating,vancouver-2010,Men
5000m men,Speed skating,vancouver-2010,Men
two-man men,Bobsleigh,vancouver-2010,Men
four-man men,Bobsleigh,vancouver-2010,Men
two-woman women,Bobsleigh,vancouver-2010,Women
ice hockey women,Ice Hockey,vancouver-2010,Women
ice hockey men,Ice Hockey,vancouver-2010,Men
alpin combined men,Alpine Skiing,vancouver-2010,Men
super-G men,Alpine Skiing,vancouver-2010,Men
super-G women,Alpine Skiing,vancouver-2010,Women
giant slalom women,Alpine Skiing,vancouver-2010,Women
downhill men,Alpine Skiing,vancouver-2010,Men
giant slalom men,Alpine Skiing,vancouver-2010,Men
alpine combined women,Alpine Skiing,vancouver-2010,Women
slalom women,Alpine Skiing,vancouver-2010,Women
slalom men,Alpine Skiing,vancouver-2010,Men
downhill women,Alpine Skiing,vancouver-2010,Women
Doubles mixed,Luge,vancouver-2010,Mixed
Singles men,Luge,vancouver-2010,Men
Singles women,Luge,vancouver-2010,Women
Individual men,Nordic Combined,vancouver-2010,Men
Individual sprint men,Nordic Combined,vancouver-2010,Men
Team men,Nordic Combined,vancouver-2010,Men
Individual men,Skeleton,vancouver-2010,Men
Individual women,Skeleton,vancouver-2010,Women
1000m women,Short Track Speed Skating,vancouver-2010,Women
500m men,Short Track Speed Skating,vancouver-2010,Men
1500m men,Short Track Speed Skating,vancouver-2010,Men
1500m women,Short Track Speed Skating,vancouver-2010,Women
500m women,Short Track Speed Skating,vancouver-2010,Women
5000m relay men,Short Track Speed Skating,vancouver-2010,Men
3000m relay women,Short Track Speed Skating,vancouver-2010,Women
1000m men,Short Track Speed Skating,vancouver-2010,Men
curling women,Curling,vancouver-2010,Women
curling men,Curling,vancouver-2010,Men
Large Hill Individual men,Ski Jumping,vancouver-2010,Men
Teams men,Ski Jumping,vancouver-2010,Men
Normal Hill Individual men,Ski Jumping,vancouver-2010,Men
15km men,Cross Country Skiing,vancouver-2010,Men
Team sprint women,Cross Country Skiing,vancouver-2010,Women
Relay 4x5km women,Cross Country Skiing,vancouver-2010,Women
Team sprint men,Cross Country Skiing,vancouver-2010,Men
Relay 4x10km men,Cross Country Skiing,vancouver-2010,Men
50km men,Cross Country Skiing,vancouver-2010,Men
Combined 7.5 + 7.5km mass start women,Cross Country Skiing,vancouver-2010,Women
Sprint 15km men,Cross Country Skiing,vancouver-2010,Men
sprint 15km women,Cross Country Skiing,vancouver-2010,Women
10km women,Cross Country Skiing,vancouver-2010,Women
30km women,Cross Country Skiing,vancouver-2010,Women
Skiathlon 15km 15km men,Cross Country Skiing,vancouver-2010,Men
Snowboard Cross men,Snowboard,vancouver-2010,Men
Snowboard Cross women,Snowboard,vancouver-2010,Women
Half-pipe men,Snowboard,vancouver-2010,Men
Giant parallel slalom women,Snowboard,vancouver-2010,Women
Half-pipe women,Snowboard,vancouver-2010,Women
Giant parallel slalom men,Snowboard,vancouver-2010,Men
4x6km relay women,Biathlon,vancouver-2010,Women
4x75km relay men,Biathlon,vancouver-2010,Men
15km women,Biathlon,vancouver-2010,Women
125km mass start women,Biathlon,vancouver-2010,Women
75km women,Biathlon,vancouver-2010,Women
10km pursuit women,Biathlon,vancouver-2010,Women
10km men,Biathlon,vancouver-2010,Men
15km mass start men,Biathlon,vancouver-2010,Men
20km men,Biathlon,vancouver-2010,Men
125km pursuit men,Biathlon,vancouver-2010,Men
Individual women,Cycling BMX,beijing-2008,Women
Individual men,Cycling BMX,beijing-2008,Men
foil individual women,Fencing,beijing-2008,Women
sabre team men,Fencing,beijing-2008,Men
sabre team women,Fencing,beijing-2008,Women
sabre individual women,Fencing,beijing-2008,Women
sabre individual men,Fencing,beijing-2008,Men
foil individual men,Fencing,beijing-2008,Men
foil team women,Fencing,beijing-2008,Women
épée individual women,Fencing,beijing-2008,Women
épée individual men,Fencing,beijing-2008,Men
épée team men,Fencing,beijing-2008,Men
Individual men,Triathlon,beijing-2008,Men
Individual women,Triathlon,beijing-2008,Women
team FITA Olympic round 70m women,Archery,beijing-2008,Women
individual FITA Olympic round 70m men,Archery,beijing-2008,Men
individual FITA Olympic round 70m women,Archery,beijing-2008,Women
team FITA Olympic round 70m men,Archery,beijing-2008,Men
tournament men,Hockey,beijing-2008,Men
tournament women,Hockey,beijing-2008,Women
individual road race women,Cycling Road,beijing-2008,Women
individual road race men,Cycling Road,beijing-2008,Men
individual time trial women,Cycling Road,beijing-2008,Women
individual time trial men,Cycling Road,beijing-2008,Men
water polo men,Water Polo,beijing-2008,Men
water polo women,Water Polo,beijing-2008,Women
Beijing 2008 Taekwondo - 49 kg women,Taekwondo,beijing-2008,Women
58 - 68 kg men,Taekwondo,beijing-2008,Men
Beijing 2008 Taekwondo - 58 kg men,Taekwondo,beijing-2008,Men
57 - 67 kg women,Taekwondo,beijing-2008,Women
68 - 80 kg men,Taekwondo,beijing-2008,Men
80 kg men,Taekwondo,beijing-2008,Men
49 - 57 kg women,Taekwondo,beijing-2008,Women
67 kg women,Taekwondo,beijing-2008,Women
lightweight double sculls 2x men,Rowing,beijing-2008,Men
pair without coxswain 2 women,Rowing,beijing-2008,Women
single sculls 1x women,Rowing,beijing-2008,Women
eight with coxswain 8 women,Rowing,beijing-2008,Women
lightweight double sculls 2x women,Rowing,beijing-2008,Women
lightweight coxless four 4 men,Rowing,beijing-2008,Men
quadruple sculls without coxsw women,Rowing,beijing-2008,Women
single sculls 1x men,Rowing,beijing-2008,Men
quadruple sculls without coxsw men,Rowing,beijing-2008,Men
pair without coxswain 2 men,Rowing,beijing-2008,Men
four without coxswain 4 men,Rowing,beijing-2008,Men
double sculls 2x women,Rowing,beijing-2008,Women
double sculls 2x men,Rowing,beijing-2008,Men
eight with coxswain 8 men,Rowing,beijing-2008,Men
48-51kg flyweight men,Boxing,beijing-2008,Men
57-60kg lightweight men,Boxing,beijing-2008,Men
60 - 64 kg men,Boxing,beijing-2008,Men
81-91kg heavyweight men,Boxing,beijing-2008,Men
48kg light flywieght men,Boxing,beijing-2008,Men
54-57kg featherweight men,Boxing,beijing-2008,Men
91kg super heavyweight men,Boxing,beijing-2008,Men
64 - 69 kg men,Boxing,beijing-2008,Men
51-54kg bantamweight men,Boxing,beijing-2008,Men
75-81kg lightheavyweight men,Boxing,beijing-2008,Men
69 - 75 kg men,Boxing,beijing-2008,Men
baseball men,Baseball,beijing-2008,Men
"Featherweight, Freestyle (≤55 kilograms) Men",Wrestling,beijing-2008,Men
"Super-Heavyweight, Freestyle (≤120 kilograms) Men",Wrestling,beijing-2008,Men
"Middleweight, Freestyle (≤63 kilograms) Women",Wrestling,beijing-2008,Women
"Lightweight, Freestyle (≤60 kilograms) Men",Wrestling,beijing-2008,Men
"Heavyweight, Greco-Roman (≤96 kilograms) Men",Wrestling,beijing-2008,Men
"Light-Heavyweight, Freestyle (≤84 kilograms) Men",Wrestling,beijing-2008,Men
"Light-Heavyweight, Greco-Roman (≤84 kilograms) Men",Wrestling,beijing-2008,Men
"Featherweight, Greco-Roman (≤55 kilograms) Men",Wrestling,beijing-2008,Men
"Welterweight, Freestyle (≤66 kilograms) Men",Wrestling,beijing-2008,Men
"Lightweight, Greco-Roman (≤60 kilograms) Men",Wrestling,beijing-2008,Men
"Lightweight, Freestyle (≤55 kilograms) Women",Wrestling,beijing-2008,Women
"Middleweight, Greco-Roman (≤74 kilograms) Men",Wrestling,beijing-2008,Men
"Heavyweight, Freestyle (≤72 kilograms) Women",Wrestling,beijing-2008,Women
"Middleweight, Freestyle (≤74 kilograms) Men",Wrestling,beijing-2008,Men
"Flyweight, Freestyle (≤48 kilograms) Women",Wrestling,beijing-2008,Women
"Super-Heavyweight, Greco-Roman (≤120 kilograms) Men",Wrestling,beijing-2008,Men
"Welterweight, Greco-Roman (≤66 kilograms) Men",Wrestling,beijing-2008,Men
"Heavyweight, Freestyle (≤96 kilograms) Men",Wrestling,beijing-2008,Men
handball men,Handball,beijing-2008,Men
handball women,Handball,beijing-2008,Women
20km race walk women,Athletics,beijing-2008,Women
long jump women,Athletics,beijing-2008,Women
1500m women,Athletics,beijing-2008,Women
shot put women,Athletics,beijing-2008,Women
heptathlon women,Athletics,beijing-2008,Women
20km walk men,Athletics,beijing-2008,Men
110m hurdles men,Athletics,beijing-2008,Men
triple jump men,Athletics,beijing-2008,Men
marathon men,Athletics,beijing-2008,Men
discus throw women,Athletics,beijing-2008,Women
decathlon men,Athletics,beijing-2008,Men
4x100m relay women,Athletics,beijing-2008,Women
discus throw men,Athletics,beijing-2008,Men
800m men,Athletics,beijing-2008,Men
shot put men,Athletics,beijing-2008,Men
high jump men,Athletics,beijing-2008,Men
10000m men,Athletics,beijing-2008,Men
pole vault women,Athletics,beijing-2008,Women
long jump men,Athletics,beijing-2008,Men
200m men,Athletics,beijing-2008,Men
hammer throw men,Athletics,beijing-2008,Men
100m men,Athletics,beijing-2008,Men
triple jump women,Athletics,beijing-2008,Women
50km walk men,Athletics,beijing-2008,Men
10000m women,Athletics,beijing-2008,Women
100m hurdles women,Athletics,beijing-2008,Women
4x400m relay women,Athletics,beijing-2008,Women
4x100m relay men,Athletics,beijing-2008,Men
javelin throw men,Athletics,beijing-2008,Men
4x400m relay men,Athletics,beijing-2008,Men
5000m men,Athletics,beijing-2008,Men
400m men,Athletics,beijing-2008,Men
pole vault men,Athletics,beijing-2008,Men
high jump women,Athletics,beijing-2008,Women
400m hurdles women,Athletics,beijing-2008,Women
200m women,Athletics,beijing-2008,Women
marathon women,Athletics,beijing-2008,Women
5000m women,Athletics,beijing-2008,Women
1500m men,Athletics,beijing-2008,Men
100m women,Athletics,beijing-2008,Women
400m hurdles men,Athletics,beijing-2008,Men
javelin throw women,Athletics,beijing-2008,Women
3000m steeplechase women,Athletics,beijing-2008,Women
800m women,Athletics,beijing-2008,Women
hammer throw women,Athletics,beijing-2008,Women
3000m steeplechase men,Athletics,beijing-2008,Men
400m women,Athletics,beijing-2008,Women
team women,Synchronized Swimming,beijing-2008,Women
duet women,Synchronized Swimming,beijing-2008,Women
- 60 kg -extralightweight men,Judo,beijing-2008,Men
73 - 81kg (half-middleweight) men,Judo,beijing-2008,Men
60 66kg halflightweight men,Judo,beijing-2008,Men
70 78kg halfheavyweight women,Judo,beijing-2008,Women
- 48 kg - extralightweight women,Judo,beijing-2008,Women
63 70kg middleweight women,Judo,beijing-2008,Women
48 52kg halflightweight women,Judo,beijing-2008,Women
90 100kg halfheavyweight men,Judo,beijing-2008,Men
66 73kg lightweight men,Judo,beijing-2008,Men
78kg heavyweight women,Judo,beijing-2008,Women
+ 100kg (heavyweight) men,Judo,beijing-2008,Men
81 90kg middleweight men,Judo,beijing-2008,Men
52 57kg lightweight women,Judo,beijing-2008,Women
57 - 63kg (half-middleweight) women,Judo,beijing-2008,Women
volleyball women,Volleyball,beijing-2008,Women
volleyball men,Volleyball,beijing-2008,Men
team mixed,Equestrian Jumping,beijing-2008,Mixed
individual mixed,Equestrian Jumping,beijing-2008,Mixed
105kg heavyweight men,Weightlifting,beijing-2008,Men
94kg men,Weightlifting,beijing-2008,Men
85kg men,Weightlifting,beijing-2008,Men
69kg women,Weightlifting,beijing-2008,Women
56kg bantamweight men,Weightlifting,beijing-2008,Men
48kg women,Weightlifting,beijing-2008,Women
75kg women,Weightlifting,beijing-2008,Women
105kg superheavyweight men,Weightlifting,beijing-2008,Men
63kg women,Weightlifting,beijing-2008,Women
69kg men,Weightlifting,beijing-2008,Men
62kg featherweight men,Weightlifting,beijing-2008,Men
+75kg women,Weightlifting,beijing-2008,Women
58kg women,Weightlifting,beijing-2008,Women
77kg men,Weightlifting,beijing-2008,Men
53kg women,Weightlifting,beijing-2008,Women
3m springboard men,Diving,beijing-2008,Men
synchronized diving 3m springboard women,Diving,beijing-2008,Women
synchronized diving 10m platform men,Diving,beijing-2008,Men
3m springboard women,Diving,beijing-2008,Women
synchronized diving 3m springboard men,Diving,beijing-2008,Men
10m platform women,Diving,beijing-2008,Women
10m platform men,Diving,beijing-2008,Men
synchronized diving 10m platform women,Diving,beijing-2008,Women
softball women,Softball,beijing-2008,Women
cross-country women,Cycling Mountain Bike,beijing-2008,Women
individual mixed,Equestrian Eventing,beijing-2008,Mixed
team mixed,Equestrian Eventing,beijing-2008,Mixed
Laser - One Person Dinghy men,Sailing,beijing-2008,Men
Tornado - Multihull mixed,Sailing,beijing-2008,Mixed
470 - Two Person Dinghy women,Sailing,beijing-2008,Women
RSX - Windsurfer women,Sailing,beijing-2008,Women
Yngling - Keelboat women,Sailing,beijing-2008,Women
49er - Skiff mixed,Sailing,beijing-2008,Mixed
Laser Radial - One Person Dinghy women,Sailing,beijing-2008,Women
RSX - Windsurfer men,Sailing,beijing-2008,Men
Star - Keelboat men,Sailing,beijing-2008,Men
Finn - Heavyweight Dinghy mixed,Sailing,beijing-2008,Mixed
470 - Two Person Dinghy men,Sailing,beijing-2008,Men
skeet (125 targets) men,Shooting,beijing-2008,Men
10m air rifle 60 shots men,Shooting,beijing-2008,Men
10m air pistol 40 shots women,Shooting,beijing-2008,Women
trap 125 targets men,Shooting,beijing-2008,Men
25m pistol 3030 shots women,Shooting,beijing-2008,Women
50m rifle 3 positions 3x20 shots women,Shooting,beijing-2008,Women
10m air pistol 60 shots men,Shooting,beijing-2008,Men
25m rapid fire pistol 60 shots men,Shooting,beijing-2008,Men
10m air rifle 40 shots women,Shooting,beijing-2008,Women
50m pistol 60 shots men,Shooting,beijing-2008,Men
double trap 150 targets men,Shooting,beijing-2008,Men
trap 75 targets women,Shooting,beijing-2008,Women
skeet 75 targets women,Shooting,beijing-2008,Women
50m rifle prone 60 shots men,Shooting,beijing-2008,Men
50m rifle 3 positions 3x40 shots men,Shooting,beijing-2008,Men
Singles women,Badminton,beijing-2008,Women
doubles women,Badminton,beijing-2008,Women
Doubles mixed,Badminton,beijing-2008,Mixed
doubles men,Badminton,beijing-2008,Men
Singles men,Badminton,beijing-2008,Men
Beach volleyball women,Beach Volleyball,beijing-2008,Women
Beach volleyball men,Beach Volleyball,beijing-2008,Men
team mixed,Equestrian Dressage,beijing-2008,Mixed
individual mixed,Equestrian Dressage,beijing-2008,Mixed
doubles men,Tennis,beijing-2008,Men
Singles women,Tennis,beijing-2008,Women
Singles men,Tennis,beijing-2008,Men
doubles women,Tennis,beijing-2008,Women
group competition women,Gymnastics Rhythmic,beijing-2008,Women
individual all-round women,Gymnastics Rhythmic,beijing-2008,Women
Singles men,Table Tennis,beijing-2008,Men
team women,Table Tennis,beijing-2008,Women
Team men,Table Tennis,beijing-2008,Men
Singles women,Table Tennis,beijing-2008,Women
basketball women,Basketball,beijing-2008,Women
basketball men,Basketball,beijing-2008,Men
K2 500m kayak double women,Canoe Sprint,beijing-2008,Women
C2 500m canoe double men,Canoe Sprint,beijing-2008,Men
C2 1000m canoe double men,Canoe Sprint,beijing-2008,Men
K4 1000m kayak four men,Canoe Sprint,beijing-2008,Men
K2 1000m kayak double men,Canoe Sprint,beijing-2008,Men
C-1 500m (canoe single) men,Canoe Sprint,beijing-2008,Men
K2 500m kayak double men,Canoe Sprint,beijing-2008,Men
K4 500m kayak four women,Canoe Sprint,beijing-2008,Women
K1 500m kayak single men,Canoe Sprint,beijing-2008,Men
K1 500m kayak single women,Canoe Sprint,beijing-2008,Women
C-1 1000m (canoe single) men,Canoe Sprint,beijing-2008,Men
K1 1000m kayak single men,Canoe Sprint,beijing-2008,Men
